title,url,published,updated
RotD/Cover Me: How Can A Poor Man Stand Such Times and Live?,/2021/12/08/rotd-cover-me-how-can-a-poor-man-stand-such-times-and-live/,2021-12-08T05:00:00-08:00,2023-01-03T06:50:27-08:00
Roll of the Dice: The Long Goodbye,/2021/12/05/roll-of-the-dice-the-long-goodbye/,2021-12-05T05:00:00-08:00,2023-01-03T06:51:27-08:00
Roll of the Dice: Twenty More Miles,/2021/12/03/roll-of-the-dice-twenty-more-miles/,2021-12-03T05:00:00-08:00,2024-01-02T21:29:28-08:00
Roll of the Dice: Trouble in Paradise,/2021/11/30/roll-of-the-dice-trouble-in-paradise/,2021-11-30T05:00:00-08:00,2023-01-03T06:47:00-08:00
Roll of the Dice: I’ll See You in My Dreams,/2021/11/26/roll-of-the-dice-ill-see-you-in-my-dreams/,2021-11-26T04:45:00-08:00,2021-11-26T05:05:31-08:00
Roll of the Dice: I’m Going Back,/2021/11/22/roll-of-the-dice-im-going-back/,2021-11-22T04:36:00-08:00,2021-11-22T05:12:36-08:00
Roll of the Dice: No Surrender,/2021/11/18/roll-of-the-dice-no-surrender/,2021-11-18T05:00:00-08:00,2024-01-02T21:28:02-08:00
Roll of the Dice: Silver Palomino,/2021/11/13/roll-of-the-dice-silver-palomino/,2021-11-13T05:00:00-08:00,2021-11-13T04:47:34-08:00
Roll of the Dice: Streets of Fire,/2021/11/06/roll-of-the-dice-streets-of-fire/,2021-11-06T05:00:00-07:00,2023-01-03T06:40:01-08:00
Roll of the Dice: Lady of Boston,/2021/11/02/roll-of-the-dice-lady-of-boston/,2021-11-02T05:00:00-07:00,2021-11-02T06:14:05-07:00
Roll of the Dice: Out in the Street,/2021/10/28/roll-of-the-dice-out-in-the-street/,2021-10-28T05:00:00-07:00,2024-01-02T21:21:31-08:00
Roll of the Dice: Temporarily Out of Order,/2021/10/26/roll-of-the-dice-temporarily-out-of-order/,2021-10-26T05:00:00-07:00,2021-10-25T19:39:51-07:00
Roll of the Dice: I Wish I Were Blind,/2021/10/17/roll-of-the-dice-i-wish-i-were-blind/,2021-10-17T05:00:00-07:00,2024-01-02T21:17:54-08:00
Roll of the Dice: Down to the Riverside,/2021/10/15/roll-of-the-dice-down-to-the-riverside/,2021-10-15T05:00:00-07:00,2024-01-02T21:18:13-08:00
Roll of the Dice: Held Up Without a Gun,/2021/10/12/roll-of-the-dice-held-up-without-a-gun/,2021-10-12T05:00:00-07:00,2024-01-02T21:18:43-08:00
Roll of the Dice: The Wind and the Rain,/2021/10/10/roll-of-the-dice-the-wind-and-the-rain/,2021-10-10T05:00:00-07:00,2021-10-10T05:33:59-07:00
Roll of the Dice: Stand On It,/2021/10/08/roll-of-the-dice-stand-on-it/,2021-10-08T05:00:00-07:00,2021-10-08T09:20:16-07:00
Roll of the Dice: The Train Song,/2021/10/06/roll-of-the-dice-the-train-song/,2021-10-06T05:00:00-07:00,2021-10-06T05:40:18-07:00
Roll of the Dice: Racing in the Street,/2021/10/03/roll-of-the-dice-racing-in-the-street/,2021-10-03T05:00:00-07:00,2024-03-24T19:12:18-07:00
Roll of the Dice: The Power of Prayer,/2021/09/29/roll-of-the-dice-the-power-of-prayer/,2021-09-29T05:00:00-07:00,2024-01-02T19:33:35-08:00
Roll of the Dice: I Don’t Wanna Be,/2021/09/26/roll-of-the-dice-i-dont-wanna-be/,2021-09-26T05:00:00-07:00,2021-09-25T21:46:54-07:00
Roll of the Dice: Thundercrack,/2021/09/24/roll-of-the-dice-thundercrack/,2021-09-24T05:00:00-07:00,2023-01-03T06:26:05-08:00
Roll of the Dice: Make Up Your Mind,/2021/09/21/roll-of-the-dice-make-up-your-mind/,2021-09-21T05:00:00-07:00,2021-09-21T05:12:39-07:00
Roll of the Dice: Love and Kisses,/2021/09/20/roll-of-the-dice-love-and-kisses/,2021-09-20T04:30:00-07:00,2021-09-20T04:25:41-07:00
Roll of the Dice: Red Headed Woman,/2021/09/15/roll-of-the-dice-red-headed-woman/,2021-09-15T05:00:00-07:00,2021-09-15T05:14:49-07:00
Roll of the Dice: I’m on Fire,/2021/09/11/roll-of-the-dice-im-on-fire/,2021-09-11T05:00:00-07:00,2024-01-02T19:27:00-08:00
Roll of the Dice: Black Cowboys,/2021/09/03/roll-of-the-dice-black-cowboys/,2021-09-03T04:14:00-07:00,2021-09-03T04:13:16-07:00
Roll of the Dice: Do It With a Feeling,/2021/08/28/roll-of-the-dice-do-it-with-a-feeling/,2021-08-28T05:00:00-07:00,2021-08-28T06:29:37-07:00
MatR/RotD: Joe Grushecky and Bruce Springsteen: 1945,/2021/08/26/matr-rotd-joe-grushecky-and-bruce-springsteen-1945/,2021-08-26T05:00:00-07:00,2021-08-26T05:19:06-07:00
Roll of the Dice: My Best Was Never Good Enough,/2021/08/22/roll-of-the-dice-my-best-was-never-good-enough/,2021-08-22T05:00:00-07:00,2024-01-02T19:21:35-08:00
Roll of the Dice: My Father’s House,/2021/08/13/roll-of-the-dice-my-fathers-house/,2021-08-13T05:20:00-07:00,2025-01-06T20:47:10-08:00
Roll of the Dice: Answering Machine,/2021/08/11/roll-of-the-dice-answering-machine/,2021-08-11T05:00:00-07:00,2023-01-03T05:12:37-08:00
Roll of the Dice: The Way,/2021/08/06/roll-of-the-dice-the-way/,2021-08-06T05:00:00-07:00,2023-01-03T04:31:57-08:00
Roll of the Dice: Sweet Melinda,/2021/08/03/roll-of-the-dice-sweet-melinda/,2021-08-03T05:00:00-07:00,2021-08-02T19:48:07-07:00
Roll of the Dice: Radio Nowhere,/2021/08/01/roll-of-the-dice-radio-nowhere/,2021-08-01T05:00:00-07:00,2024-01-02T19:20:18-08:00
Roll of the Dice: Streets of Philadelphia,/2021/06/30/roll-of-the-dice-streets-of-philadelphia/,2021-06-30T05:00:00-07:00,2021-08-01T05:36:48-07:00
RotD/Cover Me: Bring ‘Em Home,/2021/06/23/rotd-cover-me-bring-em-home/,2021-06-23T05:00:00-07:00,2024-01-02T19:16:28-08:00
Roll of the Dice: Girlfriend Blues,/2021/06/21/roll-of-the-dice-girlfriend-blues/,2021-06-21T05:00:00-07:00,2021-06-21T05:33:28-07:00
"Roll of the Dice: You Better Be Nice to Me, Baby",/2021/06/19/roll-of-the-dice-you-better-be-nice-to-me-baby/,2021-06-19T05:00:00-07:00,2023-01-02T19:19:06-08:00
"Roll of the Dice: I Got to Have You, Baby",/2021/06/13/roll-of-the-dice-ive-got-to-have-you-baby/,2021-06-13T05:00:00-07:00,2021-06-13T05:48:23-07:00
Roll of the Dice: Easy Money,/2021/06/10/roll-of-the-dice-easy-money/,2021-06-10T05:00:00-07:00,2024-01-02T19:14:08-08:00
Roll of the Dice: Upon This Day (Eurydice),/2021/06/07/roll-of-the-dice-upon-this-day-eurydice/,2021-06-07T05:00:00-07:00,2021-06-07T05:22:22-07:00
Roll of the Dice: I’m Goin’ Down,/2021/06/05/roll-of-the-dice-im-goin-down/,2021-06-05T05:00:00-07:00,2021-06-05T05:48:34-07:00
Roll of the Dice: Winter Song,/2021/06/03/roll-of-the-dice-winter-song/,2021-06-03T05:00:00-07:00,2021-06-02T20:25:06-07:00
Cover Me/RotD: John Henry,/2021/06/01/cover-me-rotd-john-henry/,2021-06-01T05:00:00-07:00,2023-01-02T17:55:34-08:00
Roll of the Dice: One Minute You’re Here,/2021/05/30/roll-of-the-dice-one-minute-youre-here/,2021-05-30T05:00:00-07:00,2024-01-02T17:12:16-08:00
Roll of the Dice: Something in the Night,/2021/05/28/roll-of-the-dice-something-in-the-night/,2021-05-28T05:00:00-07:00,2024-01-02T17:11:18-08:00
Roll of the Dice: Hitch Hikin’,/2021/05/22/roll-of-the-dice-hitch-hikin/,2021-05-22T05:00:00-07:00,2021-05-22T05:24:54-07:00
Roll of the Dice: Out on the Run,/2021/05/20/roll-of-the-dice-out-on-the-run/,2021-05-20T05:00:00-07:00,2023-01-02T17:53:26-08:00
Roll of the Dice: Bishop Danced,/2021/05/18/roll-of-the-dice-bishop-danced/,2021-05-18T05:00:00-07:00,2021-05-18T05:39:49-07:00
Roll of the Dice: Devil’s Arcade,/2021/05/16/roll-of-the-dice-devils-arcade/,2021-05-16T05:00:00-07:00,2021-05-16T06:20:05-07:00
Roll of the Dice: Magic Kind of Loving,/2021/05/10/roll-of-the-dice-magic-kind-of-loving/,2021-05-10T05:00:00-07:00,2021-05-10T05:29:15-07:00
Roll of the Dice: Rendezvous,/2021/05/08/roll-of-the-dice-rendezvous/,2021-05-08T05:00:00-07:00,2023-01-02T17:51:07-08:00
"Roll of the Dice: Surprise, Surprise",/2021/05/04/roll-of-the-dice-surprise-surprise/,2021-05-04T05:00:00-07:00,2023-01-02T17:52:05-08:00
Roll of the Dice: A Good Man Is Hard to Find (Pittsburgh),/2021/04/30/roll-of-the-dice-a-good-man-is-hard-to-find-pittsburgh/,2021-04-30T05:00:00-07:00,2024-01-02T16:31:59-08:00
Roll of the Dice: Love Cycle,/2021/04/27/roll-of-the-dice-love-cycle/,2021-04-27T05:00:00-07:00,2021-04-26T19:16:13-07:00
Roll of the Dice: House of a Thousand Guitars,/2021/04/23/roll-of-the-dice-house-of-a-thousand-guitars/,2021-04-23T05:00:00-07:00,2024-01-02T16:29:47-08:00
Roll of the Dice: All I Want to Do Is Dance,/2021/04/20/roll-of-the-dice-all-i-want-to-do-is-dance/,2021-04-20T05:00:00-07:00,2021-04-19T16:32:13-07:00
"RotD/MatR: Gary U.S. Bonds, Bruce Springsteen and the E Street Band: Out of Work",/2021/04/18/rotd-matr-gary-u-s-bonds-bruce-springsteen-and-/,2021-04-18T05:00:00-07:00,2024-01-02T16:22:46-08:00
"Cover Me, Kathleen Edwards: Human Touch",/2021/04/17/cover-me-kathleen-edwards-human-touch/,2021-04-17T05:00:00-07:00,2021-04-17T05:06:59-07:00
Roll of the Dice: Leavin’ Train,/2021/04/15/roll-of-the-dice-leavin-train/,2021-04-15T05:00:00-07:00,2023-01-02T17:46:56-08:00
Roll of the Dice: There Goes My Miracle,/2021/04/10/roll-of-the-dice-there-goes-my-miracle/,2021-04-10T05:00:00-07:00,2024-01-02T16:24:43-08:00
Roll of the Dice: We’ll All Man the Guns,/2021/04/07/roll-of-the-dice-well-all-man-the-guns/,2021-04-07T05:00:00-07:00,2021-04-07T05:20:04-07:00
Roll of the Dice: She’s the One,/2021/04/04/roll-of-the-dice-shes-the-one/,2021-04-04T05:06:00-07:00,2024-01-02T16:21:22-08:00
Roll of the Dice: I Am the Doctor,/2021/03/31/roll-of-the-dice-i-am-the-doctor/,2021-03-31T05:00:00-07:00,2021-03-31T05:06:35-07:00
Roll of the Dice: Linda Let Me Be the One,/2021/03/27/roll-of-the-dice-linda-let-me-be-the-one/,2021-03-27T05:00:00-07:00,2024-01-02T16:17:22-08:00
Roll of the Dice: Break Out,/2021/03/20/roll-of-the-dice-break-out/,2021-03-20T05:00:00-07:00,2023-01-02T17:37:11-08:00
Roll of the Dice: Rockaway the Days,/2021/03/15/roll-of-the-dice-rockaway-the-days/,2021-03-15T05:00:00-07:00,2023-01-02T17:38:48-08:00
RotD/MatR: Joe Grushecky and Bruce Springsteen: Idiot’s Delight,/2021/03/12/rotd-matr-joe-grushecky-and-bruce-springsteen-idiots-delight/,2021-03-12T05:00:00-08:00,2023-01-02T17:33:32-08:00
Roll of the Dice: Down to Mexico,/2021/03/10/roll-of-the-dice-down-to-mexico/,2021-03-10T05:00:00-08:00,2021-03-10T06:36:27-08:00
Roll of the Dice: I Want to Be Wild,/2021/03/07/roll-of-the-dice-i-want-to-be-wild/,2021-03-07T05:00:00-08:00,2023-01-02T17:34:40-08:00
Roll of the Dice: The River,/2021/03/04/roll-of-the-dice-the-river/,2021-03-04T05:00:00-08:00,2024-01-02T16:14:03-08:00
Roll of the Dice: I Wanna Start a New Life,/2021/03/02/roll-of-the-dice-i-wanna-start-a-new-life/,2021-03-02T05:00:00-08:00,2021-03-02T06:49:38-08:00
Cover Me/RotD: Clarence Clemons and The Red Bank Rockers: Summer on Signal Hill,/2021/03/01/cover-me-rotd-clarence-clemons-and-the-red-bank/,2021-03-01T05:00:00-08:00,2021-03-01T05:15:49-08:00
Roll of the Dice: Reason to Believe,/2021/02/27/roll-of-the-dice-reason-to-believe/,2021-02-27T05:00:00-08:00,2024-01-02T16:10:07-08:00
Roll of the Dice: Ruled by the Gun,/2021/02/23/roll-of-the-dice-ruled-by-the-gun/,2021-02-23T05:00:00-08:00,2021-02-23T05:15:17-08:00
Roll of the Dice: Outside Looking In,/2021/02/19/roll-of-the-dice-outside-looking-in/,2021-02-19T05:00:00-08:00,2023-01-02T17:25:47-08:00
Roll of the Dice: Oh Angelyne,/2021/02/16/roll-of-the-dice-oh-angelyne/,2021-02-16T05:00:00-08:00,2021-05-24T13:20:00-07:00
Roll of the Dice: Rainmaker,/2021/02/12/roll-of-the-dice-rainmaker/,2021-02-12T05:00:00-08:00,2024-01-02T16:07:40-08:00
Roll of the Dice: Love Is a Dangerous Thing,/2021/02/10/roll-of-the-dice-love-is-a-dangerous-thing/,2021-02-10T05:00:00-08:00,2021-02-10T05:09:17-08:00
Roll of the Dice: Gotta Get That Feeling,/2021/02/08/roll-of-the-dice-gotta-get-that-feeling/,2021-02-08T05:00:00-08:00,2023-01-02T17:23:28-08:00
Roll of the Dice: This Is Your Sword,/2021/02/04/roll-of-the-dice-this-is-your-sword/,2021-02-04T05:00:00-08:00,2024-01-02T16:02:28-08:00
Roll of the Dice: Bells of San Salvador,/2021/02/02/roll-of-the-dice-bells-of-san-salvador/,2021-02-02T05:00:00-08:00,2021-02-02T05:56:40-08:00
Roll of the Dice: The Fast Song,/2021/01/30/roll-of-the-dice-the-fast-song/,2021-01-30T05:00:00-08:00,2023-01-02T17:17:32-08:00
"RotD/Cover Me, Gary U.S. Bonds: Hold On (To What You Got)",/2021/01/28/cover-me-gary-u-s-bonds-hold-on-to-what-you-got/,2021-01-28T05:00:00-08:00,2023-01-02T17:19:32-08:00
Roll of the Dice: The War Song,/2021/01/27/roll-of-the-dice-the-war-song/,2021-01-27T05:00:00-08:00,2021-01-26T17:35:05-08:00
Roll of the Dice/Cover Me: Froggie Went A-Courtin’,/2021/01/26/roll-of-the-dice-cover-me-froggie-went-a-courtin/,2021-01-26T05:00:00-08:00,2023-01-02T17:20:10-08:00
Roll of the Dice: When the Lights Go Out,/2021/01/23/roll-of-the-dice-when-the-lights-go-out/,2021-01-23T05:00:00-08:00,2021-01-23T07:34:10-08:00
Roll of the Dice: The Band’s Just Boppin’ the Blues,/2021/01/19/roll-of-the-dice-the-bands-just-boppin-the-blues/,2021-01-19T05:00:00-08:00,2021-01-18T20:43:12-08:00
Roll of the Dice: Drive Fast (The Stuntman),/2021/01/17/roll-of-the-dice-drive-fast-the-stuntman/,2021-01-17T05:00:00-08:00,2021-01-17T09:17:56-08:00
Roll of the Dice: Losin’ Kind,/2021/01/15/roll-of-the-dice-losin-kind/,2021-01-15T05:00:00-08:00,2021-12-21T11:30:51-08:00
Roll of the Dice: Cover Me,/2021/01/13/roll-of-the-dice-cover-me/,2021-01-13T05:00:00-08:00,2023-01-02T17:08:07-08:00
Roll of the Dice: Missing,/2021/01/10/roll-of-the-dice-missing/,2021-01-10T05:00:00-08:00,2021-12-21T11:28:40-08:00
Roll of the Dice: America Under Fire,/2021/01/07/roll-of-the-dice-america-under-fire/,2021-01-07T05:00:00-08:00,2021-01-07T06:30:55-08:00
Roll of the Dice: Letter to You,/2021/01/05/roll-of-the-dice-letter-to-you/,2021-01-05T05:00:00-08:00,2024-01-02T14:26:15-08:00
Album Companion: The Ghost of Tom Joad,/2023/06/03/album-companion-the-ghost-of-tom-joad/,2023-06-03T05:00:00-07:00,2023-06-03T07:24:09-07:00
Roll of the Dice: Youngstown,/2023/05/01/roll-of-the-dice-youngstown/,2023-05-01T05:05:00-07:00,2024-01-03T16:35:37-08:00
Album Companion: Wrecking Ball,/2023/03/28/album-companion-wrecking-ball/,2023-03-28T05:00:00-07:00,2023-03-28T08:34:35-07:00
Roll of the Dice: Rocky Ground,/2023/03/20/roll-of-the-dice-rocky-ground/,2023-03-20T06:00:00-07:00,2024-01-03T16:33:37-08:00
Roll of the Dice: My Beautiful Reward,/2023/02/19/roll-of-the-dice-my-beautiful-reward/,2023-02-19T05:00:00-08:00,2023-02-19T05:35:21-08:00
Cover Me: Don’t Play That Song (You Lied),/2023/02/12/cover-me-dont-play-that-song-you-lied/,2023-02-12T05:00:00-08:00,2024-01-03T16:31:45-08:00
Cover Me: Soul Days,/2023/01/25/cover-me-soul-days/,2023-01-25T05:30:00-08:00,2023-01-24T19:24:01-08:00
Roll of the Dice: Soul Driver,/2023/01/22/roll-of-the-dice-soul-driver/,2023-01-22T05:16:00-08:00,2023-01-22T07:12:15-08:00
Roll of the Dice: Spanish Eyes,/2023/01/14/roll-of-the-dice-spanish-eyes/,2023-01-14T05:15:00-08:00,2024-01-03T16:27:26-08:00
Roll of the Dice: Hungry Heart,/2022/12/21/roll-of-the-dice-hungry-heart/,2022-12-21T05:45:00-08:00,2024-01-03T16:23:53-08:00
Roll of the Dice: Hello Sunshine,/2021/01/01/roll-of-the-dice-hello-sunshine/,2021-01-01T05:00:00-08:00,2023-01-02T17:04:45-08:00
Roll of the Dice: Cross My Heart,/2020/12/29/roll-of-the-dice-cross-my-heart/,2020-12-29T05:00:00-08:00,2023-01-02T17:05:49-08:00
Roll of the Dice: We Take Care of Our Own,/2020/12/25/roll-of-the-dice-we-take-care-of-our-own/,2020-12-25T05:00:00-08:00,2024-01-02T14:12:47-08:00
Roll of the Dice: The Window,/2020/12/21/roll-of-the-dice-the-window/,2020-12-21T05:00:00-08:00,2020-12-21T06:36:48-08:00
Roll of the Dice: Point Blank,/2020/12/19/roll-of-the-dice-point-blank/,2020-12-19T05:00:00-08:00,2024-01-02T14:08:34-08:00
Roll of the Dice: Under the Gun,/2020/12/17/roll-of-the-dice-under-the-gun/,2020-12-17T05:00:00-08:00,2023-01-02T17:03:01-08:00
Roll of the Dice: Paradise by the “C”,/2020/12/12/roll-of-the-dice-paradise-by-the-c/,2020-12-12T05:00:00-08:00,2023-01-02T16:57:06-08:00
Roll of the Dice: Last Night in Tulsa,/2020/12/10/roll-of-the-dice-last-night-in-tulsa/,2020-12-10T05:00:00-08:00,2021-12-21T06:42:42-08:00
Roll of the Dice: Come On (Let’s Go Tonight),/2020/12/05/roll-of-the-dice-come-on-lets-go-tonight/,2020-12-05T05:00:00-08:00,2023-01-02T16:52:21-08:00
Roll of the Dice: Be True,/2020/12/02/roll-of-the-dice-be-true/,2020-12-02T05:00:00-08:00,2020-12-02T10:37:28-08:00
Roll of the Dice: Jack of All Trades,/2020/11/27/roll-of-the-dice-jack-of-all-trades/,2020-11-27T05:00:00-08:00,2024-01-02T14:03:47-08:00
Cover Me: Old Dan Tucker,/2020/11/24/cover-me-old-dan-tucker/,2020-11-24T05:00:00-08:00,2023-01-01T18:36:02-08:00
Roll of the Dice: The Rising,/2020/11/21/roll-of-the-dice-the-rising/,2020-11-21T05:00:00-08:00,2024-01-02T13:59:11-08:00
Roll of the Dice: Walking on the Avenue,/2020/11/12/roll-of-the-dice-walking-on-the-avenue/,2020-11-12T05:00:00-08:00,2023-01-01T18:32:11-08:00
Roll of the Dice: Look Into My Window,/2020/11/09/roll-of-the-dice-look-into-my-window/,2020-11-09T05:00:00-08:00,2020-11-09T04:24:43-08:00
Roll of the Dice: You Don’t Leave Me No Choice,/2020/11/07/roll-of-the-dice-you-dont-leave-me-no-choice/,2020-11-07T05:00:00-08:00,2020-11-07T06:13:41-08:00
Roll of the Dice: All I’m Thinkin’ About,/2020/11/05/roll-of-the-dice-all-im-thinkin-about/,2020-11-05T05:00:00-08:00,2021-12-20T22:01:39-08:00
Roll of the Dice: Wheels Make the World Go Round,/2020/11/01/roll-of-the-dice-wheels-make-the-world-go-round/,2020-11-01T05:00:00-08:00,2021-12-20T21:58:26-08:00
Roll of the Dice: The Wrestler,/2020/10/31/roll-of-the-dice-the-wrestler/,2020-10-31T05:00:00-07:00,2024-01-02T13:51:12-08:00
Roll of the Dice: Open All Night,/2020/10/28/roll-of-the-dice-open-all-night/,2020-10-28T05:00:00-07:00,2023-01-01T18:30:28-08:00
Roll of the Dice: Prove it All Night,/2020/10/24/roll-of-the-dice-prove-it-all-night/,2020-10-24T05:00:00-07:00,2024-01-02T13:54:31-08:00
Spare Parts: Warren Zevon: Jeannie Needs a Shooter,/2020/10/23/spare-parts-warren-zevon-jeannie-needs-a-shooter/,2020-10-23T05:00:00-07:00,2020-10-23T05:04:50-07:00
Roll of the Dice: The Ballad of Jesse James,/2020/10/22/roll-of-the-dice-the-ballad-of-jesse-james/,2020-10-22T05:00:00-07:00,2020-10-21T20:51:27-07:00
American Babylon: A Retrospective,/2020/10/17/american-babylon-a-retrospective/,2020-10-17T05:00:00-07:00,2024-01-02T13:47:10-08:00
Roll of the Dice: Dry Lightning,/2020/10/16/roll-of-the-dice-dry-lightning/,2020-10-16T05:00:00-07:00,2024-01-02T13:47:35-08:00
Roll of the Dice: Shut Out the Light,/2020/10/14/roll-of-the-dice-shut-out-the-light/,2020-10-14T05:00:00-07:00,2020-10-14T05:28:25-07:00
Roll of the Dice: Seeds,/2020/10/10/roll-of-the-dice-seeds/,2020-10-10T05:00:00-07:00,2024-01-02T13:42:03-08:00
Roll of the Dice: Break My Heart (Tonight),/2020/10/07/roll-of-the-dice-break-my-heart-tonight/,2020-10-07T05:00:00-07:00,2020-10-07T05:12:05-07:00
Roll of the Dice: The Fever,/2020/10/04/roll-of-the-dice-the-fever/,2020-10-04T05:00:00-07:00,2020-10-10T11:12:43-07:00
Roll of the Dice: Moonlight Motel,/2020/09/30/roll-of-the-dice-moonlight-motel/,2020-09-30T05:00:00-07:00,2023-01-01T17:54:26-08:00
Roll of the Dice: Here She Comes Walkin’,/2020/09/24/roll-of-the-dice-here-she-comes-walkin/,2020-09-24T05:00:00-07:00,2023-01-01T17:47:56-08:00
Roll of the Dice: Mississippi,/2020/09/22/roll-of-the-dice-mississippi/,2020-09-22T05:00:00-07:00,2020-09-19T11:36:58-07:00
Roll of the Dice: I’m a Rocker,/2020/09/18/roll-of-the-dice-im-a-rocker/,2020-09-18T05:00:00-07:00,2024-01-02T13:35:10-08:00
Roll of the Dice: Evacuation of the West,/2020/09/16/roll-of-the-dice-evacuation-of-the-west/,2020-09-16T05:00:00-07:00,2024-01-02T13:36:22-08:00
Roll of the Dice: Magic,/2020/09/13/roll-of-the-dice-magic/,2020-09-13T05:00:00-07:00,2020-09-13T06:44:57-07:00
Roll of the Dice: Darlington County,/2020/09/10/roll-of-the-dice-darlington-county/,2020-09-10T05:00:00-07:00,2024-01-02T13:30:09-08:00
Roll of the Dice: Across the Border,/2020/09/06/roll-of-the-dice-across-the-border/,2020-09-06T05:00:00-07:00,2024-01-02T13:32:13-08:00
Roll of the Dice: Candy’s Boy,/2020/09/02/roll-of-the-dice-candys-boy/,2020-09-02T05:00:00-07:00,2023-01-01T17:32:45-08:00
Roll of the Dice: Nothing Man,/2020/08/29/roll-of-the-dice-nothing-man/,2020-08-29T05:00:00-07:00,2023-01-01T17:09:33-08:00
Roll of the Dice: Southside Shuffle,/2020/08/25/roll-of-the-dice-southside-shuffle/,2020-08-25T05:00:00-07:00,2020-08-24T18:57:33-07:00
Roll of the Dice: Meet Me in the City,/2020/08/23/roll-of-the-dice-meet-me-in-the-city/,2020-08-23T05:00:00-07:00,2023-01-01T17:21:57-08:00
Roll of the Dice: Phantom Love (Just 16),/2020/08/19/roll-of-the-dice-phantom-love-just-16/,2020-08-19T05:00:00-07:00,2020-08-16T11:13:52-07:00
Roll of the Dice: Dollhouse,/2020/08/15/roll-of-the-dice-dollhouse/,2020-08-15T05:00:00-07:00,2020-08-15T07:22:20-07:00
Roll of the Dice: Love Is a Crazy Thing,/2020/08/12/roll-of-the-dice-love-is-a-crazy-thing/,2020-08-12T05:00:00-07:00,2023-01-01T16:03:44-08:00
Roll of the Dice: Fire,/2020/08/05/roll-of-the-dice-fire/,2020-08-05T05:00:00-07:00,2023-01-01T16:01:05-08:00
Roll of the Dice: The Fire Engines Are Returning Home,/2020/07/31/roll-of-the-dice-the-fire-engines-are-returning-home/,2020-07-31T04:10:00-07:00,2020-07-31T04:12:27-07:00
Roll of the Dice: You’ve Got It,/2020/07/30/roll-of-the-dice-youve-got-it/,2020-07-30T05:00:00-07:00,2024-01-02T13:05:12-08:00
Roll of the Dice: Janey Needs a Shooter,/2020/07/27/roll-of-the-dice-janey-needs-a-shooter/,2020-07-27T05:02:00-07:00,2024-07-06T06:01:41-07:00
Roll of the Dice: Cadillac Ranch,/2020/07/23/roll-of-the-dice-cadillac-ranch/,2020-07-23T05:00:00-07:00,2023-01-01T15:58:29-08:00
Roll of the Dice: Johnny 99,/2020/07/20/roll-of-the-dice-johnny-99/,2020-07-20T05:00:00-07:00,2024-01-02T13:04:07-08:00
Roll of the Dice: Coming Home,/2020/07/18/roll-of-the-dice-coming-home/,2020-07-18T05:00:00-07:00,2020-12-25T07:20:50-08:00
Roll of the Dice: Shackled and Drawn,/2020/07/16/roll-of-the-dice-shackled-and-drawn/,2020-07-16T05:05:00-07:00,2024-01-02T12:58:05-08:00
Roll of the Dice: Over the Rise,/2020/07/12/roll-of-the-dice-over-the-rise/,2020-07-12T05:00:00-07:00,2023-01-01T15:49:57-08:00
